track_id,track_name,artist,album_name,release_date,duration_ms,popularity,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,_genre_synth,_synthetic
syn_003332,Synthetic Track 3332,Synthetic Artist 133,Synthetic Album 277,2022-09-01,175794,74,,0.5448,0.7011,3,-4.796,1,0.2973,0.0,0.2781,0.1414,0.5608,113.41,pop,True
syn_003333,Synthetic Track 3333,Synthetic Artist 133,Synthetic Album 277,2023-10-02,244066,54,,0.4025,0.6952,1,-2.754,1,0.0985,0.0897,0.0271,0.4691,0.1522,131.043,rock,True
syn_003334,Synthetic Track 3334,Synthetic Artist 133,Synthetic Album 277,2024-11-03,178737,32,,0.6434,0.5822,3,-6.381,1,0.1638,0.0,0.0007,0.3293,0.6031,84.142,hiphop,True
syn_003335,Synthetic Track 3335,Synthetic Artist 133,Synthetic Album 277,2025-12-04,131018,59,,0.6086,0.5736,10,-4.608,0,0.6304,0.0836,0.1763,0.1468,0.1954,77.082,hiphop,True
syn_003336,Synthetic Track 3336,Synthetic Artist 133,Synthetic Album 278,2018-01-05,127835,44,,0.7042,0.8693,0,-1.939,1,0.3638,0.0551,0.1867,0.2242,0.5586,121.715,edm,True
syn_003337,Synthetic Track 3337,Synthetic Artist 133,Synthetic Album 278,2019-02-06,261264,87,,0.2652,1.0,5,-2.468,1,0.0547,0.1704,0.1697,0.2541,0.0549,120.775,metal,True
syn_003338,Synthetic Track 3338,Synthetic Artist 133,Synthetic Album 278,2020-03-07,211101,56,,0.3798,0.5641,11,-1.179,1,0.2155,0.0748,0.0631,0.0321,0.4924,134.117,rock,True
syn_003339,Synthetic Track 3339,Synthetic Artist 133,Synthetic Album 278,2021-04-08,215698,31,,0.678,0.706,4,-0.295,1,0.0274,0.167,0.5015,0.1988,0.85,123.087,edm,True
syn_003340,Synthetic Track 3340,Synthetic Artist 133,Synthetic Album 278,2022-05-09,225146,64,,0.8408,0.6045,6,-3.692,0,0.1948,0.1087,0.0652,0.0888,0.2748,91.977,hiphop,True
syn_003341,Synthetic Track 3341,Synthetic Artist 133,Synthetic Album 278,2023-06-10,235149,51,,0.1338,0.4293,4,-8.016,1,0.0879,0.7806,0.7587,0.1667,0.3108,72.587,classical,True
syn_003342,Synthetic Track 3342,Synthetic Artist 133,Synthetic Album 278,2024-07-11,217477,24,,0.4746,0.5407,3,-5.038,1,0.0115,0.2092,0.1071,0.4747,0.3058,119.811,pop,True
syn_003343,Synthetic Track 3343,Synthetic Artist 133,Synthetic Album 278,2025-08-12,60000,35,,0.4081,0.5671,11,-6.395,1,0.0018,0.0,0.036,0.2824,0.7588,96.199,pop,True
syn_003344,Synthetic Track 3344,Synthetic Artist 133,Synthetic Album 278,2018-09-13,192205,31,,0.5975,0.9085,11,-1.529,0,0.1567,0.025,0.3153,0.1271,0.5167,112.498,edm,True
syn_003345,Synthetic Track 3345,Synthetic Artist 133,Synthetic Album 278,2019-10-14,196135,49,,0.3433,0.8469,2,0.0,1,0.1591,0.0831,0.0749,0.4027,0.2951,87.686,rnb,True
syn_003346,Synthetic Track 3346,Synthetic Artist 133,Synthetic Album 278,2020-11-15,229676,44,,0.2806,0.0563,0,-17.734,0,0.4743,0.8455,0.7254,0.409,0.281,50.0,classical,True
syn_003347,Synthetic Track 3347,Synthetic Artist 133,Synthetic Album 278,2021-12-16,234018,62,,0.5617,0.5856,4,-4.69,0,0.0,0.0,0.0758,0.4299,0.3245,116.773,indie,True
syn_003348,Synthetic Track 3348,Synthetic Artist 133,Synthetic Album 279,2022-01-17,159964,34,,0.5561,0.6471,5,-9.622,0,0.0074,0.6942,0.0172,0.1259,0.5673,103.462,country,True
syn_003349,Synthetic Track 3349,Synthetic Artist 133,Synthetic Album 279,2023-02-18,234026,41,,0.8264,0.3865,7,-8.559,1,0.211,0.2777,0.111,0.0639,0.5138,98.285,hiphop,True
syn_003350,Synthetic Track 3350,Synthetic Artist 134,Synthetic Album 279,2024-03-19,227717,61,,0.3729,0.6177,4,-4.986,1,0.0117,0.2129,0.0977,0.0544,0.4008,93.488,pop,True
syn_003351,Synthetic Track 3351,Synthetic Artist 134,Synthetic Album 279,2025-04-20,237385,62,,0.8194,0.5853,10,-4.748,1,0.0634,0.0,0.0207,0.2151,0.6477,115.438,pop,True
syn_003352,Synthetic Track 3352,Synthetic Artist 134,Synthetic Album 279,2018-05-21,198148,66,,0.6402,0.6348,2,-4.708,1,0.0096,0.3763,0.0685,0.2622,0.541,85.506,pop,True
syn_003353,Synthetic Track 3353,Synthetic Artist 134,Synthetic Album 279,2019-06-22,132710,38,,0.9004,0.4252,5,-7.996,0,0.3207,0.0077,0.0144,0.2282,0.5479,72.535,hiphop,True
syn_003354,Synthetic Track 3354,Synthetic Artist 134,Synthetic Album 279,2020-07-23,124032,60,,0.7355,0.7603,2,-2.259,1,0.0076,0.1062,0.7854,0.2249,0.4907,115.129,edm,True
syn_003355,Synthetic Track 3355,Synthetic Artist 134,Synthetic Album 279,2021-08-24,216101,90,,0.6785,0.6499,9,-1.981,1,0.025,0.0,0.0006,0.0424,0.2946,113.27,hiphop,True
syn_003356,Synthetic Track 3356,Synthetic Artist 134,Synthetic Album 279,2022-09-25,158809,100,,0.1967,0.0666,9,-12.525,1,0.2799,0.311,0.5649,0.1333,0.4451,140.529,indie,True
syn_003357,Synthetic Track 3357,Synthetic Artist 134,Synthetic Album 279,2023-10-26,223177,32,,0.7306,0.9346,1,-0.822,1,0.0141,0.109,0.2031,0.7199,0.5368,138.501,edm,True
syn_003358,Synthetic Track 3358,Synthetic Artist 134,Synthetic Album 279,2024-11-27,259729,65,,0.6071,0.3615,8,-9.893,1,0.281,0.1641,0.1806,0.0034,0.0462,140.968,rnb,True
syn_003359,Synthetic Track 3359,Synthetic Artist 134,Synthetic Album 279,2025-12-28,267143,77,,0.5844,0.8645,6,-7.906,0,0.0298,0.0,0.3471,0.1329,0.272,50.0,rnb,True
syn_003360,Synthetic Track 3360,Synthetic Artist 134,Synthetic Album 280,2018-01-01,262528,31,,0.8099,0.7568,8,-6.618,1,0.3697,0.1903,0.0037,0.0962,0.3817,91.324,hiphop,True
syn_003361,Synthetic Track 3361,Synthetic Artist 134,Synthetic Album 280,2019-02-02,241581,74,,0.6878,0.4499,4,-1.336,0,0.0496,0.3598,0.0919,0.3198,0.7016,96.93,hiphop,True
syn_003362,Synthetic Track 3362,Synthetic Artist 134,Synthetic Album 280,2020-03-03,228402,73,,0.5506,0.5341,4,-8.274,0,0.0399,0.5741,0.218,0.1083,0.577,138.106,indie,True
syn_003363,Synthetic Track 3363,Synthetic Artist 134,Synthetic Album 280,2021-04-04,257678,5,,0.3087,0.5294,5,-6.734,0,0.2448,0.1898,0.0542,0.1903,0.0549,123.016,indie,True
syn_003364,Synthetic Track 3364,Synthetic Artist 134,Synthetic Album 280,2022-05-05,244472,23,,0.716,0.659,1,-3.36,1,0.0176,0.0867,0.0097,0.5393,0.5439,98.949,hiphop,True
syn_003365,Synthetic Track 3365,Synthetic Artist 134,Synthetic Album 280,2023-06-06,205562,69,,0.6806,0.7543,10,-3.299,0,0.2253,0.229,0.0278,0.2249,0.8859,109.34,hiphop,True
syn_003366,Synthetic Track 3366,Synthetic Artist 134,Synthetic Album 280,2024-07-07,324369,73,,0.6868,0.7438,11,-2.408,0,0.0048,0.453,0.2425,0.3378,0.5525,97.344,rnb,True
syn_003367,Synthetic Track 3367,Synthetic Artist 134,Synthetic Album 280,2025-08-08,222937,67,,0.2391,0.8164,0,-0.666,0,0.4141,0.6321,0.351,0.1836,0.3745,73.066,rnb,True
syn_003368,Synthetic Track 3368,Synthetic Artist 134,Synthetic Album 280,2018-09-09,199892,82,,0.6214,0.9467,3,-1.303,1,0.0072,0.4483,0.1837,0.3954,0.4596,102.878,pop,True
syn_003369,Synthetic Track 3369,Synthetic Artist 134,Synthetic Album 280,2019-10-10,270695,65,,0.8301,0.8262,5,0.0,1,0.0129,0.0878,0.073,0.5843,0.7262,126.713,edm,True
syn_003370,Synthetic Track 3370,Synthetic Artist 134,Synthetic Album 280,2020-11-11,208963,81,,0.3223,0.8966,7,-1.857,0,0.498,0.057,0.0301,0.5556,0.4356,125.045,metal,True
syn_003371,Synthetic Track 3371,Synthetic Artist 134,Synthetic Album 280,2021-12-12,230039,58,,0.5639,0.4825,10,-7.085,0,0.0489,0.2658,0.2469,0.3075,0.4721,103.905,pop,True
syn_003372,Synthetic Track 3372,Synthetic Artist 134,Synthetic Album 281,2022-01-13,202992,83,,0.3719,0.5821,2,-8.843,0,0.1693,0.5496,0.2736,0.1643,0.3941,152.938,jazz,True
syn_003373,Synthetic Track 3373,Synthetic Artist 134,Synthetic Album 281,2023-02-14,242175,8,,0.7895,0.8403,0,-4.8,0,0.0457,0.3433,0.1199,0.453,0.3629,126.922,pop,True
syn_003374,Synthetic Track 3374,Synthetic Artist 134,Synthetic Album 281,2024-03-15,181092,73,,0.8655,0.8052,0,0.0,0,0.054,0.0566,0.4284,0.1669,0.4409,133.337,edm,True
syn_003375,Synthetic Track 3375,Synthetic Artist 135,Synthetic Album 281,2025-04-16,238145,62,,0.7129,0.7837,0,-2.975,1,0.5808,0.0888,0.0015,0.0926,0.3787,103.774,hiphop,True
syn_003376,Synthetic Track 3376,Synthetic Artist 135,Synthetic Album 281,2018-05-17,228154,44,,0.6273,0.6426,3,-6.46,0,0.2184,0.2306,0.0249,0.2276,0.4285,136.72,pop,True
syn_003377,Synthetic Track 3377,Synthetic Artist 135,Synthetic Album 281,2019-06-18,231358,50,,0.4533,0.9562,11,-0.199,1,0.0444,0.0,0.0372,0.0401,0.2126,122.692,metal,True
syn_003378,Synthetic Track 3378,Synthetic Artist 135,Synthetic Album 281,2020-07-19,286176,33,,0.6972,0.7843,8,-2.077,0,0.3503,0.058,0.3038,0.0886,0.672,108.969,edm,True
syn_003379,Synthetic Track 3379,Synthetic Artist 135,Synthetic Album 281,2021-08-20,200228,52,,0.5484,0.1426,10,-13.43,0,0.2263,0.5251,0.6686,0.2446,0.4784,98.821,lofi,True
syn_003380,Synthetic Track 3380,Synthetic Artist 135,Synthetic Album 281,2022-09-21,178311,82,,0.3678,0.6137,9,-5.413,1,0.0171,0.0448,0.0258,0.6374,0.2393,113.314,rock,True
syn_003381,Synthetic Track 3381,Synthetic Artist 135,Synthetic Album 281,2023-10-22,282197,61,,0.4718,0.4279,7,-4.591,1,0.0793,0.3193,0.203,0.3018,0.3095,67.251,jazz,True
syn_003382,Synthetic Track 3382,Synthetic Artist 135,Synthetic Album 281,2024-11-23,155359,46,,0.3262,0.8527,0,-0.183,1,0.0792,0.0,0.0404,0.2118,0.2954,152.722,metal,True
syn_003383,Synthetic Track 3383,Synthetic Artist 135,Synthetic Album 281,2025-12-24,171742,26,,0.408,0.4464,6,-6.305,0,0.0308,0.4707,0.4796,0.594,0.5038,145.095,indie,True
syn_003384,Synthetic Track 3384,Synthetic Artist 135,Synthetic Album 282,2018-01-25,120844,43,,0.6035,0.8783,9,-1.7,0,0.207,0.0,0.0135,0.2609,0.2548,123.46,rock,True
syn_003385,Synthetic Track 3385,Synthetic Artist 135,Synthetic Album 282,2019-02-26,190514,83,,0.6399,0.5462,11,-6.298,0,0.1032,0.1782,0.131,0.2842,0.6362,137.653,rnb,True
syn_003386,Synthetic Track 3386,Synthetic Artist 135,Synthetic Album 282,2020-03-27,223156,40,,0.2672,0.6,5,-2.308,1,0.0331,0.2546,0.4484,0.1383,0.0416,134.107,indie,True
syn_003387,Synthetic Track 3387,Synthetic Artist 135,Synthetic Album 282,2021-04-28,251640,23,,0.5529,0.3672,1,-8.006,1,0.1119,0.5482,0.3825,0.1601,0.4374,84.079,lofi,True
syn_003388,Synthetic Track 3388,Synthetic Artist 135,Synthetic Album 282,2022-05-01,191016,45,,0.7767,0.6827,11,-2.587,1,0.257,0.2831,0.0027,0.4018,0.4382,90.128,hiphop,True
syn_003389,Synthetic Track 3389,Synthetic Artist 135,Synthetic Album 282,2023-06-02,255041,54,,0.5543,0.8212,11,-1.837,1,0.0006,0.0896,0.0172,0.3108,0.2132,104.677,rock,True
syn_003390,Synthetic Track 3390,Synthetic Artist 135,Synthetic Album 282,2024-07-03,200989,48,,0.636,0.7428,8,-0.955,0,0.0024,0.077,0.0606,0.0476,0.5458,153.325,pop,True
syn_003391,Synthetic Track 3391,Synthetic Artist 135,Synthetic Album 282,2025-08-04,214027,60,,0.6466,0.435,2,-9.333,0,0.0282,0.4717,0.193,0.0216,0.0267,83.509,rnb,True
syn_003392,Synthetic Track 3392,Synthetic Artist 135,Synthetic Album 282,2018-09-05,206796,51,,0.2701,0.2105,10,-12.742,1,0.0069,0.5846,0.7748,0.2495,0.7956,51.094,ambient,True
syn_003393,Synthetic Track 3393,Synthetic Artist 135,Synthetic Album 282,2019-10-06,191944,29,,0.7616,0.8212,11,-3.313,1,0.0632,0.3036,0.3064,0.126,0.6746,102.332,pop,True
syn_003394,Synthetic Track 3394,Synthetic Artist 135,Synthetic Album 282,2020-11-07,229150,4,,0.5799,0.9079,5,-6.354,1,0.1081,0.6484,0.1085,0.5062,0.5191,98.218,country,True
syn_003395,Synthetic Track 3395,Synthetic Artist 135,Synthetic Album 282,2021-12-08,246308,58,,0.3427,0.9758,10,-0.506,1,0.1207,0.0519,0.3123,0.0842,0.4078,97.583,metal,True
syn_003396,Synthetic Track 3396,Synthetic Artist 135,Synthetic Album 283,2022-01-09,230404,47,,0.5093,0.6151,7,0.0,1,0.1774,0.1627,0.1239,0.1722,0.7779,112.338,pop,True
syn_003397,Synthetic Track 3397,Synthetic Artist 135,Synthetic Album 283,2023-02-10,214428,33,,0.5692,0.4352,11,-7.759,0,0.184,0.4246,0.0266,0.1756,0.1974,87.895,pop,True
syn_003398,Synthetic Track 3398,Synthetic Artist 135,Synthetic Album 283,2024-03-11,264135,27,,0.5334,0.6975,10,-4.579,0,0.0746,0.3034,0.0227,0.0401,0.4822,108.602,rnb,True
syn_003399,Synthetic Track 3399,Synthetic Artist 135,Synthetic Album 283,2025-04-12,180868,52,,0.5338,0.6441,3,-3.635,1,0.0232,0.3792,0.2382,0.0864,0.2897,68.097,rnb,True
syn_003400,Synthetic Track 3400,Synthetic Artist 136,Synthetic Album 283,2018-05-13,209039,67,,0.7318,0.561,10,-1.618,0,0.1828,0.0997,0.0236,0.1519,0.4985,115.351,pop,True
syn_003401,Synthetic Track 3401,Synthetic Artist 136,Synthetic Album 283,2019-06-14,210721,27,,0.4493,0.2902,11,-8.661,1,0.057,0.7328,0.3191,0.0241,0.879,103.423,jazz,True
syn_003402,Synthetic Track 3402,Synthetic Artist 136,Synthetic Album 283,2020-07-15,144845,41,,0.7981,0.8145,6,-0.261,1,0.0986,0.0227,0.5285,0.0217,0.4262,138.94,edm,True
syn_003403,Synthetic Track 3403,Synthetic Artist 136,Synthetic Album 283,2021-08-16,206396,72,,0.3605,0.9797,9,0.0,1,0.001,0.0578,0.2006,0.077,0.2912,106.526,metal,True
syn_003404,Synthetic Track 3404,Synthetic Artist 136,Synthetic Album 283,2022-09-17,79298,53,,0.3674,0.9531,9,0.0,1,0.1164,0.0198,0.0108,0.0788,0.6271,142.012,metal,True
syn_003405,Synthetic Track 3405,Synthetic Artist 136,Synthetic Album 283,2023-10-18,188260,28,,0.3282,0.1039,4,-11.703,1,0.0288,0.827,0.9337,0.1153,0.5398,90.811,classical,True
syn_003406,Synthetic Track 3406,Synthetic Artist 136,Synthetic Album 283,2024-11-19,286387,39,,0.743,0.7686,0,-4.956,1,0.0001,0.1028,0.628,0.2239,0.5672,131.178,edm,True
syn_003407,Synthetic Track 3407,Synthetic Artist 136,Synthetic Album 283,2025-12-20,206326,60,,0.5932,1.0,9,-2.905,0,0.1853,0.4315,0.0456,0.5492,0.4416,129.791,rock,True
syn_003408,Synthetic Track 3408,Synthetic Artist 136,Synthetic Album 284,2018-01-21,135232,40,,0.797,0.876,3,-0.06,1,0.2151,0.0,0.4228,0.3412,0.5327,130.013,edm,True
syn_003409,Synthetic Track 3409,Synthetic Artist 136,Synthetic Album 284,2019-02-22,220303,40,,0.7191,0.8238,10,-0.919,1,0.1164,0.3395,0.0181,0.183,0.9456,110.713,pop,True
syn_003410,Synthetic Track 3410,Synthetic Artist 136,Synthetic Album 284,2020-03-23,262477,46,,0.5871,0.6923,2,-6.169,0,0.0552,0.0,0.0347,0.2432,0.3638,79.586,rnb,True
syn_003411,Synthetic Track 3411,Synthetic Artist 136,Synthetic Album 284,2021-04-24,247780,45,,0.4432,0.7751,6,-3.041,0,0.1703,0.1076,0.2829,0.0802,0.767,123.273,pop,True
syn_003412,Synthetic Track 3412,Synthetic Artist 136,Synthetic Album 284,2022-05-25,198225,54,,0.8042,0.9035,2,-5.995,1,0.1662,0.1645,0.4959,0.3714,0.583,125.003,edm,True
syn_003413,Synthetic Track 3413,Synthetic Artist 136,Synthetic Album 284,2023-06-26,236287,23,,0.5516,0.597,11,-2.942,1,0.0186,0.0,0.0676,0.2417,0.3245,149.357,pop,True
syn_003414,Synthetic Track 3414,Synthetic Artist 136,Synthetic Album 284,2024-07-27,254131,95,,0.4509,0.9492,10,-3.803,1,0.068,0.1528,0.1455,0.1246,0.6345,103.164,rock,True
syn_003415,Synthetic Track 3415,Synthetic Artist 136,Synthetic Album 284,2025-08-28,275838,83,,0.5548,0.7949,2,-2.992,0,0.2444,0.0872,0.1291,0.0178,0.5436,120.962,rock,True
syn_003416,Synthetic Track 3416,Synthetic Artist 136,Synthetic Album 284,2018-09-01,170641,67,,0.3197,0.6103,0,-4.346,1,0.0052,0.291,0.0333,0.0057,0.6384,90.547,indie,True
syn_003417,Synthetic Track 3417,Synthetic Artist 136,Synthetic Album 284,2019-10-02,231990,46,,0.5119,0.2234,1,-9.189,0,0.0038,0.3188,0.0522,0.0232,0.4279,101.248,country,True
syn_003418,Synthetic Track 3418,Synthetic Artist 136,Synthetic Album 284,2020-11-03,211285,25,,0.4854,0.6746,6,-4.976,1,0.3705,0.3535,0.0395,0.0457,0.3209,88.429,pop,True
syn_003419,Synthetic Track 3419,Synthetic Artist 136,Synthetic Album 284,2021-12-04,253166,65,,0.6102,0.5126,3,-1.715,1,0.0028,0.3993,0.3052,0.3122,0.8227,144.892,jazz,True
syn_003420,Synthetic Track 3420,Synthetic Artist 136,Synthetic Album 285,2022-01-05,113547,77,,0.5574,0.4589,8,-8.539,1,0.0745,0.5956,0.3762,0.2103,0.6233,124.985,jazz,True
syn_003421,Synthetic Track 3421,Synthetic Artist 136,Synthetic Album 285,2023-02-06,225582,41,,0.8358,0.6974,11,-0.446,1,0.0868,0.1683,0.0131,0.4969,0.494,124.299,hiphop,True
syn_003422,Synthetic Track 3422,Synthetic Artist 136,Synthetic Album 285,2024-03-07,96893,60,,0.4804,0.5029,11,-7.622,0,0.2418,0.1968,0.0206,0.3063,0.384,112.533,rnb,True
syn_003423,Synthetic Track 3423,Synthetic Artist 136,Synthetic Album 285,2025-04-08,201946,54,,0.9733,0.4841,7,-10.124,0,0.0052,0.0,0.0372,0.2515,0.6703,91.702,hiphop,True
syn_003424,Synthetic Track 3424,Synthetic Artist 136,Synthetic Album 285,2018-05-09,198644,45,,0.6031,0.6315,9,-2.743,0,0.1409,0.1967,0.0,0.3455,0.5538,135.387,pop,True
syn_003425,Synthetic Track 3425,Synthetic Artist 137,Synthetic Album 285,2019-06-10,127533,51,,0.9421,0.8661,9,-3.963,0,0.0917,0.1567,0.3983,0.132,0.6326,126.133,edm,True
syn_003426,Synthetic Track 3426,Synthetic Artist 137,Synthetic Album 285,2020-07-11,180285,37,,0.5525,0.6067,10,-3.76,0,0.0761,0.1742,0.0105,0.0886,0.7237,115.894,pop,True
syn_003427,Synthetic Track 3427,Synthetic Artist 137,Synthetic Album 285,2021-08-12,249684,46,,0.386,0.9194,4,-5.452,1,0.1539,0.0273,0.1169,0.0923,0.5072,187.24,metal,True
syn_003428,Synthetic Track 3428,Synthetic Artist 137,Synthetic Album 285,2022-09-13,209359,41,,0.4423,0.9778,3,-0.429,1,0.0209,0.0873,0.022,0.1452,0.2625,133.892,metal,True
syn_003429,Synthetic Track 3429,Synthetic Artist 137,Synthetic Album 285,2023-10-14,246091,53,,0.282,0.3623,11,-5.975,1,0.041,1.0,0.634,0.1546,0.1808,127.983,classical,True
syn_003430,Synthetic Track 3430,Synthetic Artist 137,Synthetic Album 285,2024-11-15,276288,51,,0.5216,0.6017,3,-4.909,1,0.2085,0.0,0.0563,0.1205,0.5534,117.016,indie,True
syn_003431,Synthetic Track 3431,Synthetic Artist 137,Synthetic Album 285,2025-12-16,244553,61,,0.35,0.4636,4,-8.04,1,0.224,0.0,0.2233,0.0662,0.197,103.209,indie,True
syn_003432,Synthetic Track 3432,Synthetic Artist 137,Synthetic Album 286,2018-01-17,156678,61,,0.2224,0.2244,7,-9.903,0,0.0262,0.3969,0.9691,0.0392,0.3523,76.791,ambient,True
syn_003433,Synthetic Track 3433,Synthetic Artist 137,Synthetic Album 286,2019-02-18,247639,55,,0.5528,0.699,11,0.0,0,0.0652,0.1112,0.0165,0.1998,0.1281,118.413,rock,True
syn_003434,Synthetic Track 3434,Synthetic Artist 137,Synthetic Album 286,2020-03-19,226636,26,,0.5703,0.7316,10,-3.39,0,0.1908,0.2506,0.0036,0.219,0.0881,124.653,pop,True
syn_003435,Synthetic Track 3435,Synthetic Artist 137,Synthetic Album 286,2021-04-20,244331,91,,0.5602,0.6058,8,-6.018,0,0.0526,0.8557,0.0499,0.0572,0.5718,129.592,indie,True
syn_003436,Synthetic Track 3436,Synthetic Artist 137,Synthetic Album 286,2022-05-21,231192,53,,0.7508,0.5656,7,-3.443,1,0.2567,0.0156,0.3084,0.2285,0.4909,81.325,hiphop,True
syn_003437,Synthetic Track 3437,Synthetic Artist 137,Synthetic Album 286,2023-06-22,227823,15,,0.5794,0.5361,5,-0.517,1,0.1581,0.1018,0.0265,0.2196,0.7944,67.988,hiphop,True
syn_003438,Synthetic Track 3438,Synthetic Artist 137,Synthetic Album 286,2024-07-23,232638,82,,0.4721,0.8313,9,-1.522,0,0.0421,0.0868,0.3079,0.112,0.4313,161.371,pop,True
syn_003439,Synthetic Track 3439,Synthetic Artist 137,Synthetic Album 286,2025-08-24,186150,19,,0.5006,0.6233,10,-5.127,0,0.0096,0.3882,0.1569,0.0437,0.2319,99.675,indie,True
syn_003440,Synthetic Track 3440,Synthetic Artist 137,Synthetic Album 286,2018-09-25,129081,56,,0.4742,1.0,3,0.0,0,0.1034,0.0219,0.0585,0.1288,0.5228,128.476,rock,True
syn_003441,Synthetic Track 3441,Synthetic Artist 137,Synthetic Album 286,2019-10-26,164761,34,,0.2796,0.7358,7,-7.143,1,0.1887,0.0,0.0644,0.1301,0.5784,175.528,rock,True
syn_003442,Synthetic Track 3442,Synthetic Artist 137,Synthetic Album 286,2020-11-27,203205,37,,0.7442,0.8583,11,-0.679,1,0.2166,0.1614,0.0408,0.295,0.4815,123.084,pop,True
syn_003443,Synthetic Track 3443,Synthetic Artist 137,Synthetic Album 286,2021-12-28,220701,73,,0.6402,0.6193,7,-2.483,1,0.1544,0.0468,0.2368,0.0316,0.6441,71.338,hiphop,True
syn_003444,Synthetic Track 3444,Synthetic Artist 137,Synthetic Album 287,2022-01-01,188407,66,,0.313,0.9354,4,-0.879,1,0.1017,0.0311,0.0401,0.223,0.1806,108.316,metal,True
syn_003445,Synthetic Track 3445,Synthetic Artist 137,Synthetic Album 287,2023-02-02,134172,75,,0.6131,0.6,10,-4.184,1,0.0239,0.3061,0.4259,0.0033,0.3253,116.343,hiphop,True
syn_003446,Synthetic Track 3446,Synthetic Artist 137,Synthetic Album 287,2024-03-03,216512,56,,0.7652,0.5139,7,-6.235,0,0.0485,0.4913,0.3853,0.0812,0.227,105.679,rnb,True
syn_003447,Synthetic Track 3447,Synthetic Artist 137,Synthetic Album 287,2025-04-04,270883,31,,0.5844,0.6278,7,-5.015,1,0.109,0.5134,0.0035,0.1361,0.3354,160.734,country,True
syn_003448,Synthetic Track 3448,Synthetic Artist 137,Synthetic Album 287,2018-05-05,154352,78,,0.8674,0.6517,11,-2.425,1,0.0566,0.0,0.2913,0.222,0.5432,89.875,hiphop,True
syn_003449,Synthetic Track 3449,Synthetic Artist 137,Synthetic Album 287,2019-06-06,216164,61,,0.2927,0.4428,5,-6.758,0,0.022,0.5842,0.589,0.0685,0.2777,50.0,classical,True
syn_003450,Synthetic Track 3450,Synthetic Artist 138,Synthetic Album 287,2020-07-07,228894,45,,0.5075,0.5468,8,-6.758,1,0.1553,0.35,0.0733,0.3863,0.8618,115.584,rnb,True
syn_003451,Synthetic Track 3451,Synthetic Artist 138,Synthetic Album 287,2021-08-08,182370,68,,0.6319,0.6238,4,-3.881,1,0.0261,0.4166,0.1194,0.0635,0.4116,104.9,indie,True
syn_003452,Synthetic Track 3452,Synthetic Artist 138,Synthetic Album 287,2022-09-09,211636,94,,0.6393,0.8203,11,-2.789,1,0.033,0.4014,0.0003,0.0982,0.5509,105.179,pop,True
syn_003453,Synthetic Track 3453,Synthetic Artist 138,Synthetic Album 287,2023-10-10,266305,60,,0.6614,0.6498,5,-4.335,1,0.2598,0.4134,0.0842,0.0271,0.8049,117.473,pop,True
syn_003454,Synthetic Track 3454,Synthetic Artist 138,Synthetic Album 287,2024-11-11,271897,66,,0.215,0.2692,2,-9.565,1,0.2729,0.7456,0.3999,0.2988,0.6876,77.244,ambient,True
syn_003455,Synthetic Track 3455,Synthetic Artist 138,Synthetic Album 287,2025-12-12,129218,28,,0.8368,0.432,10,-2.457,1,0.2348,0.7254,0.0926,0.0709,0.4447,113.82,country,True
syn_003456,Synthetic Track 3456,Synthetic Artist 138,Synthetic Album 288,2018-01-13,254008,47,,0.4485,0.4881,4,-4.633,1,0.1793,0.5377,0.7537,0.2916,0.6408,93.59,lofi,True
syn_003457,Synthetic Track 3457,Synthetic Artist 138,Synthetic Album 288,2019-02-14,195831,45,,0.4296,0.867,11,-3.893,0,0.0055,0.0754,0.2488,0.0279,0.4841,118.835,metal,True
syn_003458,Synthetic Track 3458,Synthetic Artist 138,Synthetic Album 288,2020-03-15,167204,41,,0.4739,0.6409,6,-3.663,1,0.0641,0.0,0.0032,0.0177,0.3429,140.777,pop,True
syn_003459,Synthetic Track 3459,Synthetic Artist 138,Synthetic Album 288,2021-04-16,270987,68,,0.2935,0.6421,2,-4.795,1,0.1593,0.7357,0.6581,0.0195,0.4172,72.365,classical,True
syn_003460,Synthetic Track 3460,Synthetic Artist 138,Synthetic Album 288,2022-05-17,119692,30,,0.6748,0.8437,7,-1.43,0,0.0399,0.0,0.1813,0.0144,0.4357,121.48,edm,True
syn_003461,Synthetic Track 3461,Synthetic Artist 138,Synthetic Album 288,2023-06-18,230292,55,,0.6442,0.6898,8,-3.043,1,0.1245,0.0,0.0281,0.0034,1.0,117.628,country,True
syn_003462,Synthetic Track 3462,Synthetic Artist 138,Synthetic Album 288,2024-07-19,238950,36,,0.4639,0.6997,11,-4.898,1,0.0027,0.1369,0.0645,0.056,0.4333,100.812,pop,True
syn_003463,Synthetic Track 3463,Synthetic Artist 138,Synthetic Album 288,2025-08-20,218248,73,,0.4868,0.7755,9,-4.496,1,0.033,0.0973,0.1235,0.2008,0.422,128.098,rock,True
syn_003464,Synthetic Track 3464,Synthetic Artist 138,Synthetic Album 288,2018-09-21,214702,37,,0.6763,0.6845,6,-4.795,0,0.0014,0.6256,0.1817,0.2815,0.621,132.533,country,True
syn_003465,Synthetic Track 3465,Synthetic Artist 138,Synthetic Album 288,2019-10-22,200990,21,,0.3481,0.408,8,-4.728,1,0.0077,1.0,0.7779,0.1613,0.0856,155.535,classical,True
