Video,Label Description,Category Description,Start Time,End Time,Confidence,_synthetic
synthetic_video_0016.mp4,basketball,Sports,44.43,46.56,0.5043,True
synthetic_video_0016.mp4,conversation,Drama,34.84,36.94,0.7587,True
synthetic_video_0016.mp4,concert,Entertainment,51.22,56.62,0.8832,True
synthetic_video_0016.mp4,audience,Entertainment,43.52,45.91,0.7088,True
synthetic_video_0016.mp4,couple,Romance,61.83,66.75,0.9558,True
synthetic_video_0016.mp4,argument,Drama,50.45,54.3,0.7197,True
synthetic_video_0016.mp4,celebration,Entertainment,55.86,59.82,0.7646,True
synthetic_video_0016.mp4,vehicle,Action,51.05,56.25,0.8918,True
synthetic_video_0016.mp4,vehicle,Action,84.26,89.16,0.9397,True
synthetic_video_0017.mp4,stage,Entertainment,0.0,3.52,0.9883,True
synthetic_video_0017.mp4,concert,Entertainment,3.46,6.19,0.782,True
synthetic_video_0017.mp4,playful interaction,Comedy,6.91,12.35,0.9234,True
synthetic_video_0017.mp4,basketball,Sports,10.19,13.52,0.9225,True
synthetic_video_0017.mp4,kiss,Romance,13.59,19.08,0.942,True
synthetic_video_0017.mp4,concert,Entertainment,15.64,17.15,0.5891,True
synthetic_video_0017.mp4,romance,Romance,19.27,22.31,0.984,True
synthetic_video_0017.mp4,city,Travel,17.59,21.72,0.9797,True
synthetic_video_0017.mp4,tears,Drama,28.36,31.46,0.9559,True
synthetic_video_0017.mp4,competition,Sports,37.54,40.22,0.6081,True
synthetic_video_0017.mp4,tense moment,Drama,34.0,38.04,0.9185,True
synthetic_video_0017.mp4,city,Travel,45.49,49.36,0.8369,True
synthetic_video_0017.mp4,embrace,Drama,53.38,57.32,0.9734,True
synthetic_video_0017.mp4,joke,Comedy,55.29,58.72,0.917,True
synthetic_video_0017.mp4,love,Romance,55.87,58.53,0.5856,True
synthetic_video_0017.mp4,tense moment,Drama,38.04,43.67,0.8017,True
synthetic_video_0017.mp4,concert,Entertainment,41.56,44.95,0.9247,True
synthetic_video_0017.mp4,laugh,Comedy,54.9,60.01,0.852,True
synthetic_video_0017.mp4,kiss,Romance,69.34,71.67,0.8925,True
synthetic_video_0017.mp4,food,Food,70.11,72.12,0.9537,True
synthetic_video_0017.mp4,dance,Entertainment,78.57,84.04,0.8464,True
synthetic_video_0018.mp4,stage,Entertainment,0.0,3.42,0.8811,True
synthetic_video_0018.mp4,fight,Action,4.11,10.03,0.8801,True
synthetic_video_0018.mp4,athletics,Sports,6.22,11.22,0.8593,True
synthetic_video_0018.mp4,kiss,Romance,8.59,13.31,0.9639,True
synthetic_video_0018.mp4,train,Travel,15.98,20.16,0.9127,True
synthetic_video_0018.mp4,competition,Sports,14.9,18.17,0.9467,True
synthetic_video_0018.mp4,fight,Sports,21.84,25.53,0.822,True
synthetic_video_0018.mp4,emotional reaction,Drama,27.65,32.3,0.8132,True
synthetic_video_0018.mp4,wildlife,Nature,32.0,37.03,0.8699,True
synthetic_video_0018.mp4,snow,Nature,25.09,28.38,0.9092,True
synthetic_video_0018.mp4,ocean,Nature,37.81,40.41,0.6385,True
synthetic_video_0018.mp4,airport,Travel,44.27,47.16,0.7822,True
synthetic_video_0018.mp4,spotlight,Entertainment,52.69,55.22,0.69,True
synthetic_video_0018.mp4,celebration,Entertainment,52.81,57.11,0.9463,True
synthetic_video_0018.mp4,smile,Comedy,48.87,52.88,0.9338,True
synthetic_video_0018.mp4,joke,Comedy,65.38,71.16,0.8703,True
synthetic_video_0018.mp4,competition,Sports,59.2,61.52,0.6964,True
synthetic_video_0018.mp4,swimming,Sports,42.76,46.86,0.7745,True
synthetic_video_0018.mp4,dance,Entertainment,50.59,52.13,0.957,True
synthetic_video_0019.mp4,conversation,Drama,0.0,3.05,0.7965,True
synthetic_video_0019.mp4,rain,Nature,3.59,8.6,0.9218,True
synthetic_video_0019.mp4,airport,Travel,8.67,12.35,0.6038,True
synthetic_video_0019.mp4,kiss,Romance,8.16,11.49,0.8877,True
synthetic_video_0019.mp4,stage,Entertainment,10.02,14.7,0.7845,True
synthetic_video_0019.mp4,destruction,Action,14.56,16.32,0.9227,True
synthetic_video_0019.mp4,couple,Romance,23.03,27.32,0.6192,True
synthetic_video_0019.mp4,ocean,Nature,17.72,22.8,0.926,True
synthetic_video_0019.mp4,couple,Romance,36.0,39.78,0.63,True
synthetic_video_0019.mp4,couple,Romance,31.02,32.73,0.9585,True
synthetic_video_0019.mp4,candlelight,Romance,44.78,48.65,0.8426,True
synthetic_video_0019.mp4,festival,Entertainment,31.44,37.42,0.9341,True
synthetic_video_0019.mp4,chase,Action,44.41,49.33,0.96,True
synthetic_video_0019.mp4,airport,Travel,50.4,55.21,0.8183,True
synthetic_video_0019.mp4,smile,Comedy,56.12,60.85,0.9184,True
synthetic_video_0019.mp4,scenery,Travel,47.7,49.36,0.9177,True
synthetic_video_0019.mp4,stunt,Action,43.22,47.19,0.7039,True
synthetic_video_0019.mp4,singing,Entertainment,57.67,63.6,0.9888,True
synthetic_video_0019.mp4,joke,Comedy,57.33,62.63,0.9356,True
synthetic_video_0019.mp4,city,Travel,71.62,77.16,0.9211,True
synthetic_video_0019.mp4,wildlife,Nature,74.73,76.45,0.8942,True
synthetic_video_0019.mp4,explosion,Action,61.13,66.46,0.9916,True
synthetic_video_0019.mp4,boxing,Sports,83.81,87.77,0.881,True
synthetic_video_0019.mp4,kitchen,Food,96.98,102.44,0.9525,True
synthetic_video_0019.mp4,sunset,Nature,97.05,101.86,0.7711,True
synthetic_video_0019.mp4,competition,Sports,71.92,77.07,0.8509,True
synthetic_video_0020.mp4,conversation,Drama,0.0,4.82,0.7243,True
synthetic_video_0020.mp4,love,Romance,3.68,9.35,0.7625,True
synthetic_video_0020.mp4,spotlight,Entertainment,7.52,10.15,0.9153,True
synthetic_video_0020.mp4,concert,Entertainment,8.71,10.88,0.8189,True
synthetic_video_0020.mp4,audience,Entertainment,10.08,13.87,0.8609,True
synthetic_video_0020.mp4,beach,Travel,12.55,17.18,0.6191,True
synthetic_video_0020.mp4,basketball,Sports,21.61,24.64,0.3478,True
synthetic_video_0020.mp4,water,Nature,29.05,34.85,0.7264,True
synthetic_video_0020.mp4,beach,Travel,24.89,30.13,0.867,True
synthetic_video_0020.mp4,running,Sports,22.66,25.29,0.887,True
synthetic_video_0020.mp4,party,Entertainment,28.66,32.67,0.876,True
synthetic_video_0020.mp4,conversation,Drama,44.38,45.99,0.8855,True
synthetic_video_0020.mp4,cycling,Sports,37.88,43.13,0.6864,True
synthetic_video_0020.mp4,soccer,Sports,32.78,35.83,0.8,True
synthetic_video_0020.mp4,train,Travel,50.23,55.83,0.8495,True
synthetic_video_0020.mp4,singing,Entertainment,63.22,64.8,0.7273,True
synthetic_video_0020.mp4,basketball,Sports,56.87,60.15,0.3677,True
synthetic_video_0020.mp4,kiss,Romance,72.71,76.89,0.637,True
synthetic_video_0020.mp4,airport,Travel,47.77,50.86,0.7778,True
synthetic_video_0020.mp4,argument,Drama,85.12,87.13,0.9495,True
synthetic_video_0020.mp4,crash,Action,81.7,84.78,0.8279,True
synthetic_video_0020.mp4,athletics,Sports,86.45,88.66,0.7539,True
synthetic_video_0020.mp4,wildlife,Nature,93.88,95.61,0.7974,True
synthetic_video_0021.mp4,couple,Romance,0.0,2.81,0.9099,True
synthetic_video_0021.mp4,swimming,Sports,3.32,5.38,0.7179,True
synthetic_video_0021.mp4,conversation,Drama,7.58,13.19,0.91,True
synthetic_video_0021.mp4,fight,Sports,7.81,11.1,0.5999,True
synthetic_video_0021.mp4,sunset,Nature,12.16,14.59,0.6722,True
synthetic_video_0021.mp4,stunt,Action,14.58,20.48,0.7971,True
synthetic_video_0021.mp4,sunset,Nature,16.84,19.26,0.8851,True
synthetic_video_0021.mp4,train,Travel,24.37,26.84,0.773,True
synthetic_video_0021.mp4,fun,Comedy,29.26,33.87,0.909,True
synthetic_video_0021.mp4,fun,Comedy,24.41,27.29,0.9302,True
synthetic_video_0021.mp4,boxing,Sports,34.44,36.67,0.996,True
synthetic_video_0021.mp4,kitchen,Food,46.43,50.53,0.6353,True
synthetic_video_0021.mp4,swimming,Sports,47.37,50.79,0.8938,True
synthetic_video_0021.mp4,running,Sports,33.84,37.95,0.6966,True
synthetic_video_0021.mp4,festival,Entertainment,39.4,43.62,0.8104,True
synthetic_video_0022.mp4,cycling,Sports,0.0,3.35,0.6936,True
synthetic_video_0022.mp4,embrace,Drama,3.52,5.43,0.7998,True
synthetic_video_0022.mp4,snow,Nature,7.95,10.09,0.7783,True
synthetic_video_0022.mp4,travel,Travel,10.55,16.52,0.9636,True
synthetic_video_0022.mp4,boxing,Sports,11.31,12.96,0.866,True
synthetic_video_0022.mp4,competition,Sports,15.95,19.41,0.9645,True
synthetic_video_0022.mp4,competition,Sports,21.92,27.77,0.9105,True
synthetic_video_0022.mp4,festival,Entertainment,20.47,25.54,0.972,True
synthetic_video_0022.mp4,sports,Sports,31.14,36.0,0.8968,True
synthetic_video_0022.mp4,playful interaction,Comedy,40.33,43.21,0.9659,True
synthetic_video_0022.mp4,airport,Travel,44.16,46.47,0.8181,True
synthetic_video_0022.mp4,argument,Drama,49.14,53.31,0.8647,True
synthetic_video_0022.mp4,audience,Entertainment,47.14,49.56,0.9637,True
synthetic_video_0022.mp4,stage,Entertainment,56.0,60.23,0.894,True
synthetic_video_0022.mp4,emotional reaction,Drama,51.19,55.46,0.6284,True
synthetic_video_0022.mp4,rain,Nature,55.6,59.51,0.7883,True
synthetic_video_0022.mp4,fight,Action,60.61,64.47,0.8103,True
synthetic_video_0022.mp4,swimming,Sports,68.17,74.08,0.9447,True
synthetic_video_0022.mp4,shopping,Lifestyle,68.1,72.69,0.9899,True
synthetic_video_0022.mp4,concert,Entertainment,84.47,88.47,0.7232,True
synthetic_video_0022.mp4,city,Travel,50.59,52.98,0.7698,True
synthetic_video_0022.mp4,couple,Romance,92.23,95.83,0.63,True
synthetic_video_0022.mp4,conversation,Drama,71.71,75.47,0.8994,True
synthetic_video_0022.mp4,argument,Drama,60.23,64.61,0.8931,True
synthetic_video_0022.mp4,train,Travel,95.96,100.73,0.9137,True
synthetic_video_0022.mp4,laugh,Comedy,77.31,81.95,0.984,True
synthetic_video_0022.mp4,beach,Travel,113.76,119.23,0.6465,True
synthetic_video_0022.mp4,basketball,Sports,120.05,125.15,0.9347,True
synthetic_video_0023.mp4,performance,Entertainment,0.0,5.56,0.7339,True
synthetic_video_0023.mp4,weapon,Action,3.17,5.67,0.9771,True
synthetic_video_0023.mp4,water,Nature,5.67,10.26,0.9171,True
synthetic_video_0023.mp4,celebration,Entertainment,9.52,15.51,0.9313,True
synthetic_video_0023.mp4,playful interaction,Comedy,15.59,18.39,0.9032,True
synthetic_video_0023.mp4,playful interaction,Comedy,20.56,24.99,0.7673,True
synthetic_video_0023.mp4,romance,Romance,17.43,19.68,0.7909,True
synthetic_video_0023.mp4,couple,Romance,17.93,19.45,0.9391,True
synthetic_video_0023.mp4,playful interaction,Comedy,31.09,36.26,0.9489,True
synthetic_video_0023.mp4,audience,Entertainment,29.31,32.74,0.6587,True
synthetic_video_0023.mp4,party,Entertainment,36.74,40.2,0.7994,True
synthetic_video_0023.mp4,cooking,Food,35.86,41.26,0.8993,True
synthetic_video_0023.mp4,audience,Entertainment,37.95,40.24,0.8186,True
synthetic_video_0023.mp4,vehicle,Action,49.65,53.72,0.9428,True
synthetic_video_0023.mp4,explosion,Action,53.55,57.78,0.6629,True
synthetic_video_0023.mp4,conversation,Drama,53.56,56.09,0.8283,True
synthetic_video_0023.mp4,joke,Comedy,44.88,49.86,0.9742,True
synthetic_video_0023.mp4,wildlife,Nature,65.04,67.15,0.778,True
synthetic_video_0023.mp4,athletics,Sports,56.91,58.96,0.7786,True
synthetic_video_0023.mp4,music,Entertainment,68.08,72.85,0.9293,True
synthetic_video_0023.mp4,conversation,Drama,70.36,72.56,0.8279,True
synthetic_video_0023.mp4,smile,Comedy,91.0,95.41,0.7991,True
synthetic_video_0023.mp4,spotlight,Entertainment,71.34,74.81,0.8656,True
synthetic_video_0023.mp4,battle,Action,59.06,64.87,0.5525,True
synthetic_video_0023.mp4,shopping,Lifestyle,97.76,99.55,0.8145,True
synthetic_video_0023.mp4,joke,Comedy,84.17,88.91,0.8773,True
synthetic_video_0023.mp4,explosion,Action,66.32,71.93,0.8519,True
synthetic_video_0023.mp4,party,Entertainment,68.3,73.92,0.943,True
synthetic_video_0023.mp4,snow,Nature,111.66,114.17,0.8244,True
synthetic_video_0023.mp4,candlelight,Romance,86.29,90.76,0.7734,True
synthetic_video_0023.mp4,couple,Romance,85.73,91.65,0.877,True
synthetic_video_0024.mp4,wildlife,Nature,0.0,2.01,0.8225,True
synthetic_video_0024.mp4,candlelight,Romance,3.1,5.46,0.6222,True
synthetic_video_0024.mp4,concert,Entertainment,7.73,13.28,0.9707,True
synthetic_video_0024.mp4,joke,Comedy,10.25,12.75,0.7576,True
synthetic_video_0024.mp4,city,Travel,11.54,16.69,0.9857,True
synthetic_video_0024.mp4,soccer,Sports,18.54,23.43,0.8584,True
synthetic_video_0024.mp4,boxing,Sports,17.89,23.62,0.6581,True
synthetic_video_0024.mp4,coffee,Lifestyle,20.79,22.37,0.5822,True
synthetic_video_0024.mp4,fun,Comedy,29.77,32.46,0.9549,True
synthetic_video_0024.mp4,candlelight,Romance,29.57,33.61,0.7664,True
synthetic_video_0024.mp4,emotional reaction,Drama,34.28,36.42,0.7477,True
synthetic_video_0024.mp4,dance,Entertainment,43.59,47.98,0.8991,True
synthetic_video_0024.mp4,party,Entertainment,45.1,49.69,0.9132,True
synthetic_video_0024.mp4,fight,Sports,47.18,49.22,0.953,True
synthetic_video_0024.mp4,vehicle,Action,53.63,56.01,0.7747,True
synthetic_video_0025.mp4,food,Food,0.0,3.55,0.8846,True
synthetic_video_0025.mp4,battle,Action,3.69,9.25,0.6867,True
synthetic_video_0025.mp4,laugh,Comedy,8.57,12.73,0.85,True
synthetic_video_0025.mp4,concert,Entertainment,12.91,15.28,0.9448,True
synthetic_video_0025.mp4,vehicle,Action,17.37,20.23,0.8083,True
synthetic_video_0025.mp4,running,Sports,18.85,20.57,0.6612,True
synthetic_video_0025.mp4,playful interaction,Comedy,24.03,27.42,0.562,True
synthetic_video_0025.mp4,couple,Romance,21.83,25.8,0.6561,True
synthetic_video_0025.mp4,tears,Drama,23.44,24.98,0.8369,True
synthetic_video_0025.mp4,soccer,Sports,34.35,37.16,0.9009,True
synthetic_video_0025.mp4,nature,Nature,41.69,44.82,0.7914,True
synthetic_video_0026.mp4,city,Travel,0.0,4.15,0.9054,True
synthetic_video_0026.mp4,nature,Nature,2.68,7.03,0.9296,True
synthetic_video_0026.mp4,snow,Nature,7.9,11.97,0.8093,True
synthetic_video_0026.mp4,yoga,Lifestyle,12.47,17.71,0.9598,True
synthetic_video_0026.mp4,mountain,Nature,12.09,16.8,0.8846,True
synthetic_video_0026.mp4,love,Romance,20.05,25.1,0.8456,True
synthetic_video_0026.mp4,festival,Entertainment,20.13,25.42,0.7348,True
synthetic_video_0026.mp4,joke,Comedy,24.53,27.63,0.8646,True
synthetic_video_0026.mp4,swimming,Sports,30.0,32.2,0.8302,True
synthetic_video_0026.mp4,dance,Entertainment,26.88,32.41,0.8688,True
synthetic_video_0026.mp4,train,Travel,38.18,40.21,0.885,True
synthetic_video_0026.mp4,fun,Comedy,42.77,47.72,0.5,True
synthetic_video_0026.mp4,tears,Drama,33.94,38.91,0.7927,True
synthetic_video_0026.mp4,swimming,Sports,34.44,40.2,0.9019,True
synthetic_video_0026.mp4,kiss,Romance,54.65,58.11,0.8249,True
synthetic_video_0026.mp4,basketball,Sports,66.76,68.42,0.8892,True
synthetic_video_0026.mp4,spotlight,Entertainment,46.96,49.55,0.8185,True
synthetic_video_0026.mp4,vehicle,Action,61.86,67.13,0.7955,True
synthetic_video_0026.mp4,cooking,Food,68.0,73.55,0.9197,True
synthetic_video_0026.mp4,singing,Entertainment,71.52,74.33,0.7706,True
synthetic_video_0026.mp4,cry,Drama,76.6,79.25,0.8815,True
synthetic_video_0026.mp4,playful interaction,Comedy,81.78,87.62,0.8068,True
synthetic_video_0026.mp4,competition,Sports,69.25,75.12,0.8504,True
synthetic_video_0026.mp4,festival,Entertainment,59.67,64.43,0.7248,True
synthetic_video_0026.mp4,celebration,Entertainment,93.68,97.19,0.9,True
synthetic_video_0026.mp4,yoga,Lifestyle,63.63,69.57,0.6463,True
synthetic_video_0027.mp4,explosion,Action,0.0,2.59,0.6524,True
synthetic_video_0027.mp4,stunt,Action,3.28,6.55,0.7279,True
synthetic_video_0027.mp4,embrace,Drama,5.04,8.1,0.844,True
synthetic_video_0027.mp4,battle,Action,12.94,17.56,0.5512,True
synthetic_video_0027.mp4,party,Entertainment,17.22,22.67,0.8493,True
synthetic_video_0027.mp4,party,Entertainment,13.14,17.33,0.7607,True
synthetic_video_0027.mp4,sky,Nature,26.39,30.11,0.8149,True
synthetic_video_0027.mp4,competition,Sports,23.17,25.98,0.877,True
synthetic_video_0027.mp4,shopping,Lifestyle,21.28,27.24,0.9955,True
synthetic_video_0027.mp4,train,Travel,31.68,34.23,0.7958,True
synthetic_video_0027.mp4,restaurant,Food,35.48,38.43,0.8298,True
synthetic_video_0027.mp4,running,Sports,49.25,53.24,0.8934,True
synthetic_video_0027.mp4,scenery,Travel,40.91,46.09,0.8227,True
synthetic_video_0027.mp4,tears,Drama,52.23,58.05,0.398,True
synthetic_video_0027.mp4,performance,Entertainment,35.91,40.11,0.7422,True
synthetic_video_0027.mp4,train,Travel,39.35,43.18,0.8464,True
synthetic_video_0027.mp4,beach,Travel,49.64,54.41,0.9669,True
synthetic_video_0027.mp4,battle,Action,71.1,77.05,0.662,True
synthetic_video_0027.mp4,stage,Entertainment,53.06,57.19,0.7804,True
synthetic_video_0027.mp4,festival,Entertainment,66.23,71.03,0.6577,True
synthetic_video_0027.mp4,kitchen,Food,50.6,54.59,0.7152,True
synthetic_video_0027.mp4,meal,Food,77.46,82.01,0.9055,True
synthetic_video_0027.mp4,stunt,Action,72.58,77.68,0.6964,True
synthetic_video_0027.mp4,meal,Food,63.02,68.68,0.9476,True
synthetic_video_0027.mp4,meal,Food,97.58,99.53,0.9536,True
synthetic_video_0027.mp4,stage,Entertainment,74.34,76.51,0.8553,True
synthetic_video_0027.mp4,conversation,Drama,73.14,75.28,0.4611,True
synthetic_video_0027.mp4,music,Entertainment,80.58,86.4,0.959,True
synthetic_video_0028.mp4,travel,Travel,0.0,2.08,0.9475,True
synthetic_video_0028.mp4,weapon,Action,3.77,5.43,0.8546,True
synthetic_video_0028.mp4,singing,Entertainment,6.2,9.78,0.9307,True
synthetic_video_0028.mp4,dance,Entertainment,11.21,13.95,0.919,True
synthetic_video_0028.mp4,singing,Entertainment,11.74,13.45,0.7684,True
synthetic_video_0028.mp4,conversation,Drama,12.72,17.98,0.7729,True
synthetic_video_0028.mp4,embrace,Drama,21.94,26.56,0.987,True
synthetic_video_0028.mp4,destruction,Action,31.05,32.66,0.8832,True
synthetic_video_0028.mp4,cycling,Sports,21.54,24.87,0.7231,True
synthetic_video_0028.mp4,wildlife,Nature,38.78,41.49,0.7803,True
synthetic_video_0028.mp4,running,Sports,34.8,38.18,0.9558,True
synthetic_video_0028.mp4,festival,Entertainment,38.83,40.68,0.9411,True
synthetic_video_0028.mp4,festival,Entertainment,34.73,40.13,0.8886,True
synthetic_video_0028.mp4,couple,Romance,45.4,50.83,0.7372,True
synthetic_video_0028.mp4,conversation,Drama,54.72,57.52,0.9045,True
synthetic_video_0028.mp4,wildlife,Nature,66.48,68.56,0.8296,True
synthetic_video_0028.mp4,party,Entertainment,43.88,45.97,0.8944,True
synthetic_video_0028.mp4,exercise,Lifestyle,42.81,47.55,0.9336,True
synthetic_video_0028.mp4,concert,Entertainment,45.86,48.61,0.711,True
synthetic_video_0028.mp4,emotional reaction,Drama,81.57,83.3,0.9802,True
synthetic_video_0028.mp4,swimming,Sports,84.88,88.39,0.955,True
synthetic_video_0028.mp4,singing,Entertainment,79.35,83.6,0.9835,True
synthetic_video_0029.mp4,stunt,Action,0.0,3.53,0.9767,True
synthetic_video_0029.mp4,swimming,Sports,2.66,5.45,0.9933,True
synthetic_video_0029.mp4,laugh,Comedy,8.57,14.38,0.9676,True
synthetic_video_0029.mp4,stunt,Action,8.31,10.04,0.9229,True
synthetic_video_0029.mp4,kitchen,Food,15.43,17.7,0.9635,True
synthetic_video_0029.mp4,restaurant,Food,17.33,22.94,0.8009,True
synthetic_video_0029.mp4,couple,Romance,24.52,28.96,0.9433,True
synthetic_video_0029.mp4,conversation,Drama,26.65,29.15,0.9511,True
synthetic_video_0029.mp4,soccer,Sports,21.47,25.24,0.8798,True
synthetic_video_0029.mp4,playful interaction,Comedy,37.39,39.39,0.8678,True
synthetic_video_0029.mp4,singing,Entertainment,36.13,39.76,0.7319,True
synthetic_video_0029.mp4,basketball,Sports,30.69,36.58,0.8315,True
synthetic_video_0029.mp4,forest,Nature,52.75,57.2,0.7158,True
synthetic_video_0029.mp4,boxing,Sports,50.59,55.4,0.9764,True
synthetic_video_0029.mp4,playful interaction,Comedy,41.31,46.78,0.8839,True
synthetic_video_0029.mp4,basketball,Sports,51.13,55.38,0.6841,True
synthetic_video_0029.mp4,audience,Entertainment,51.72,57.66,0.5492,True
synthetic_video_0029.mp4,wildlife,Nature,65.03,69.73,0.5293,True
synthetic_video_0029.mp4,cycling,Sports,66.03,67.65,0.7885,True
synthetic_video_0030.mp4,conversation,Drama,0.0,2.19,0.8808,True
synthetic_video_0030.mp4,coffee,Lifestyle,4.1,7.51,0.7021,True
synthetic_video_0030.mp4,running,Sports,8.5,12.37,0.9467,True
synthetic_video_0030.mp4,cry,Drama,12.35,15.76,0.7748,True
synthetic_video_0030.mp4,mountain,Nature,11.13,13.31,0.966,True
synthetic_video_0030.mp4,playful interaction,Comedy,20.38,23.18,0.8784,True
synthetic_video_0030.mp4,dance,Entertainment,20.15,24.38,0.8487,True
synthetic_video_0030.mp4,food,Food,18.24,23.79,0.9389,True
synthetic_video_0030.mp4,tense moment,Drama,25.39,26.98,0.8929,True
synthetic_video_0030.mp4,scenery,Travel,37.07,39.82,0.8751,True
synthetic_video_0030.mp4,emotional reaction,Drama,37.75,43.71,0.8199,True
synthetic_video_0030.mp4,fashion,Lifestyle,42.89,45.05,0.7568,True
synthetic_video_0030.mp4,cooking,Food,31.27,35.06,0.6666,True
synthetic_video_0030.mp4,snow,Nature,57.71,63.62,0.811,True
synthetic_video_0030.mp4,soccer,Sports,60.7,66.47,0.9868,True
synthetic_video_0030.mp4,singing,Entertainment,43.87,47.33,0.8751,True
synthetic_video_0030.mp4,performance,Entertainment,61.87,63.67,0.8488,True
synthetic_video_0030.mp4,competition,Sports,60.19,64.15,0.9055,True
synthetic_video_0030.mp4,competition,Sports,50.55,52.98,0.4457,True
synthetic_video_0030.mp4,concert,Entertainment,63.74,66.14,0.846,True
synthetic_video_0031.mp4,couple,Romance,0.0,4.11,0.7986,True
synthetic_video_0031.mp4,tense moment,Drama,2.63,7.57,0.9237,True
synthetic_video_0031.mp4,meal,Food,8.37,10.02,0.9737,True
synthetic_video_0031.mp4,competition,Sports,8.93,12.44,0.4713,True
synthetic_video_0031.mp4,celebration,Entertainment,15.71,21.09,0.5932,True
synthetic_video_0031.mp4,emotional reaction,Drama,13.37,18.3,0.7358,True
synthetic_video_0031.mp4,travel,Travel,17.75,22.19,0.9637,True
synthetic_video_0031.mp4,scenery,Travel,22.83,28.4,0.8322,True
synthetic_video_0031.mp4,battle,Action,20.09,25.09,0.8985,True
synthetic_video_0031.mp4,city,Travel,37.88,39.94,0.888,True
synthetic_video_0031.mp4,playful interaction,Comedy,41.37,47.19,0.7381,True
synthetic_video_0031.mp4,fun,Comedy,38.55,44.48,0.8085,True
synthetic_video_0031.mp4,dance,Entertainment,47.65,52.61,0.8431,True
synthetic_video_0031.mp4,city,Travel,37.38,39.42,0.7814,True
synthetic_video_0031.mp4,meal,Food,40.65,43.26,0.9269,True
synthetic_video_0031.mp4,argument,Drama,45.5,50.57,0.8097,True
synthetic_video_0032.mp4,explosion,Action,0.0,2.9,0.652,True
synthetic_video_0032.mp4,running,Sports,4.07,7.39,0.956,True
synthetic_video_0032.mp4,music,Entertainment,6.3,12.11,0.8158,True
synthetic_video_0032.mp4,nature,Nature,12.3,14.75,0.9052,True
synthetic_video_0032.mp4,singing,Entertainment,12.08,15.12,0.8538,True
synthetic_video_0032.mp4,celebration,Entertainment,15.9,21.77,0.7016,True
synthetic_video_0032.mp4,performance,Entertainment,16.51,18.54,0.6591,True
synthetic_video_0032.mp4,smile,Comedy,20.94,25.1,0.9273,True
synthetic_video_0032.mp4,running,Sports,24.09,28.84,0.9432,True
synthetic_video_0032.mp4,candlelight,Romance,28.19,30.92,0.9677,True
synthetic_video_0032.mp4,concert,Entertainment,32.44,35.87,0.6914,True
synthetic_video_0032.mp4,soccer,Sports,30.94,34.45,0.3755,True
synthetic_video_0032.mp4,explosion,Action,47.52,49.31,0.8121,True
synthetic_video_0032.mp4,restaurant,Food,49.7,53.35,0.3993,True
synthetic_video_0032.mp4,boxing,Sports,56.32,62.11,0.9153,True
synthetic_video_0032.mp4,argument,Drama,52.48,56.37,0.9659,True
synthetic_video_0032.mp4,couple,Romance,48.19,50.22,0.7711,True
synthetic_video_0032.mp4,dance,Entertainment,49.86,55.04,0.7293,True
synthetic_video_0032.mp4,cycling,Sports,59.94,63.68,0.8116,True
synthetic_video_0032.mp4,restaurant,Food,72.9,77.87,0.9652,True
synthetic_video_0033.mp4,smile,Comedy,0.0,3.79,0.9713,True
synthetic_video_0033.mp4,music,Entertainment,3.57,8.91,0.8724,True
synthetic_video_0033.mp4,restaurant,Food,6.88,8.9,0.8629,True
synthetic_video_0033.mp4,cooking,Food,13.0,17.74,0.9177,True
synthetic_video_0033.mp4,stage,Entertainment,11.02,15.69,0.7859,True
synthetic_video_0033.mp4,party,Entertainment,14.66,17.25,0.7469,True
synthetic_video_0033.mp4,stunt,Action,21.3,23.06,0.9265,True
synthetic_video_0033.mp4,food,Food,19.57,25.4,0.9595,True
synthetic_video_0033.mp4,performance,Entertainment,21.16,23.93,0.8835,True
synthetic_video_0033.mp4,smile,Comedy,37.03,40.95,0.877,True
synthetic_video_0033.mp4,singing,Entertainment,43.78,47.65,0.9028,True
synthetic_video_0033.mp4,fashion,Lifestyle,30.22,35.77,0.9569,True
synthetic_video_0033.mp4,emotional reaction,Drama,37.86,43.29,0.9706,True
synthetic_video_0033.mp4,competition,Sports,57.52,60.12,0.9371,True
synthetic_video_0033.mp4,boxing,Sports,52.02,57.32,0.6487,True
synthetic_video_0033.mp4,stage,Entertainment,50.66,53.81,0.773,True
synthetic_video_0033.mp4,joke,Comedy,68.64,71.64,0.6582,True
synthetic_video_0033.mp4,sports,Sports,64.32,69.35,0.8185,True
synthetic_video_0033.mp4,cooking,Food,69.67,73.1,0.866,True
synthetic_video_0033.mp4,running,Sports,79.62,81.81,0.9511,True
synthetic_video_0033.mp4,romance,Romance,61.08,63.82,0.6028,True
synthetic_video_0033.mp4,wildlife,Nature,83.21,86.11,0.7472,True
synthetic_video_0033.mp4,mountain,Nature,59.92,63.46,0.9782,True
synthetic_video_0033.mp4,kiss,Romance,72.72,75.04,0.8185,True
synthetic_video_0034.mp4,kitchen,Food,0.0,5.38,0.8394,True
synthetic_video_0034.mp4,kitchen,Food,2.73,7.76,0.8548,True
synthetic_video_0034.mp4,ocean,Nature,8.28,10.63,0.745,True
synthetic_video_0034.mp4,exercise,Lifestyle,8.38,11.35,0.9152,True
synthetic_video_0034.mp4,rain,Nature,10.88,16.49,0.8587,True
